,Tp,M,Name,Num_obs,Synodic_period,Perturbers_2,Ref,NEO_flag,Perturbers,Perihelion_dist,Aphelion_dist,Computer,Node,H,rms,Number,n,Num_opps,One_km_NEO_flag,Orbital_period,Peri,G,Principal_desig,e,Epoch,Arc_years,Semilatus_rectum,i,U,a,Last_obs,Hex_flags,PHA_flag,Critical_list_numbered_object_flag,Arc_length,One_opposition_object_flag
70,2457696.139,270.66737,Mithra,694,1.4421283,3Eh,MPO371014,1,M-v,0.7415528,3.657242,MPCW,82.24798,15.6,0.52,-4486,0.30216804,22,1,3.2617867,168.87605,0.15,1987 SB,0.6628382,2457400.5,1987-2015,0.6165412,3.03952,0,2.1993974,12/17/15,9803,1,NA,NA,NA
71,2457053.173,150.35196,Pocahontas,424,1.7831806,38h,MPO298994,1,M-v,1.2174901,2.2439137,MPCLINUX,198.13792,17.4,0.48,-4487,0.43288313,14,1,2.2768447,173.91278,0.15,1987 UA,0.2965339,2457400.5,1987-2014,0.7892586,16.40601,1,1.7307019,6/22/14,1804,NA,NA,NA,NA
72,2457678.381,298.50967,Cleobulus,516,1.2895147,38h,MPO344336,1,M-v,1.2911442,4.1230498,MPCLINUX,46.00777,15.6,0.59,-4503,0.22128316,13,1,4.4540565,76.35967,0.15,1989 WM,0.5230521,2457400.5,1980-2015,0.98324,2.51356,0,2.707097,8/18/15,1804,NA,NA,NA,NA
73,2457498.384,269.26938,Xanthus,117,16.7951032,3Eh,MPO 77285,1,M-v,0.7812047,1.3023431,MPCW,24.00985,17.1,0.66,-4544,0.92692345,6,1,1.0633108,333.74717,0.15,1989 FB,0.2501207,2457400.5,1989-2005,0.4883001,14.14561,0,1.0417739,5/5/05,5803,NA,1,NA,NA
74,2457356.638,41.81137,Asclepius,176,30.448978,3Eh,MPO344337,1,M-v,0.6575019,1.3875217,MPCW,180.27663,20.7,0.5,-4581,0.95323851,7,NA,1.033957,255.28885,0.15,1989 FC,0.3569738,2457400.5,1989-2015,0.4461064,4.91934,0,1.0225118,8/10/15,8803,1,NA,NA,NA
75,2457165.697,68.99822,NA,191,1.4247986,3Eh,MPO365302,1,M-h,1.0783893,3.4029753,MPCLINUX,154.28963,16.1,0.59,-4596,0.29385537,13,1,3.3540569,248.41116,0.15,1981 QB,0.5187228,2457400.5,1981-2016,0.8188872,37.09063,1,2.2406823,1/17/16,1804,NA,NA,NA,NA
76,2457596.244,253.789,Nereus,519,2.2248242,3Eh,MPO365303,1,M-v,0.9528245,2.0246265,MPCW,314.45887,18.2,0.58,-4660,0.54260292,12,1,1.8164437,158.01941,0.15,1982 DB,0.359973,2457400.5,1981-2015,0.6479078,1.43183,0,1.4887255,5/24/15,9803,1,NA,NA,NA
77,2458007.457,180.91948,NA,193,1.4272557,3Eh,MPO309185,1,M-h,1.083279,3.3860184,MPCLINUX,241.33925,19.4,0.63,-4688,0.29504632,4,NA,3.3405186,213.56452,0.15,1980 WF,0.5152352,2457400.5,1980-2011,0.8207113,6.37684,1,2.2346487,5/1/11,4804,NA,1,NA,NA
78,2457436.958,327.22558,Castalia,228,11.375128,3Eh,MPO344339,1,M-v,0.5495719,1.5769599,MPCW,325.59194,16.9,0.72,-4769,0.89896177,14,1,1.0963844,121.35332,0.15,1989 PB,0.4831284,2457400.5,1989-2015,0.4075429,8.88627,0,1.0632659,7/3/15,9803,1,NA,NA,NA
79,2457436.543,337.84707,Ninkasi,465,2.6567685,38h,MPO344340,1,M-v,1.1392849,1.6007615,MPCLINUX,215.46057,18,0.47,-4947,0.61462778,12,1,1.6035846,192.85798,0.15,1988 TJ1,0.1684193,2457400.5,1978-2015,0.6655812,15.65152,1,1.3700232,7/12/15,1804,NA,NA,NA,NA
80,2457741.439,197.21653,NA,203,1.9395926,3Eh,MPO347563,1,M-v,0.5550829,2.6873969,MPCW,77.73747,14.1,0.7,-4953,0.47745578,21,1,2.064291,77.74827,0.15,1990 MU,0.6576183,2457400.5,1974-2015,0.4600578,24.38786,0,1.6212399,9/16/15,9803,1,NA,NA,NA
81,2457532.149,314.18021,Eric,2073,1.545898,38h,MPO347563,1,M-v,1.1039318,2.899289,MPCLINUX,358.51988,12.6,0.43,-4954,0.34804448,21,1,2.831844,52.42871,0.15,1990 SQ,0.4484782,2457400.5,1975-2015,0.7995106,17.44609,0,2.0016104,8/17/15,1804,NA,NA,NA,NA
82,2457439.75,340.24994,Brucemurray,375,2.0430676,38h,MPO337294,1,M-v,1.2225744,1.9083808,MPCLINUX,254.91531,14.9,0.54,-4957,0.50319206,15,1,1.9587107,97.46448,0.15,1990 XJ,0.2190406,2457400.5,1976-2015,0.7451839,35.00671,1,1.5654776,5/1/15,1804,NA,NA,NA,NA
83,2457174.818,106.34252,Ptah,528,1.9160268,3Eh,MPO305460,1,M-h,0.8177532,2.453335,MPCLINUX,10.78193,16.4,0.47,-5011,0.47120586,18,1,2.0916711,105.74771,0.15,6743 P-L,0.5000115,2457400.5,1960-2014,0.6133196,7.40756,1,1.6355441,7/30/14,9803,1,NA,NA,NA
84,2457295.441,57.15364,NA,811,2.2319392,3Eh,MPO365309,1,M-h,0.6403642,2.3319318,MPCLINUX,110.39724,14.7,0.51,-5131,0.54401514,22,1,1.8117284,135.81513,0.15,1990 BG,0.5691114,2457400.5,1978-2015,0.5024014,36.42147,1,1.486148,12/27/15,1803,NA,NA,NA,NA
85,2457764.375,215.56403,Heracles,1852,1.6742969,3Eh,MPO365309,1,M-h,0.4174196,3.2499178,MPCLINUX,309.5567,13.9,0.45,-5143,0.39693809,24,1,2.4830262,227.72075,0.15,1991 VL,0.7723582,2457400.5,1953-2015,0.3699086,9.0338,1,1.8336687,12/31/15,1803,NA,NA,NA,NA
86,2457270.484,66.31542,NA,251,2.0725585,3Eh,MPO371020,1,M-h,0.8096493,2.2931513,MPCLINUX,135.33737,17.9,0.43,-5189,0.51005648,14,1,1.9323501,159.65731,0.15,1990 UQ,0.4781171,2457400.5,1990-2015,0.5983782,3.58366,1,1.5514003,12/14/15,9803,1,NA,NA,NA
87,2458180.631,210.60589,Lyapunov,169,1.2411493,38h,MPO350844,1,M-v,1.1694369,4.7925181,MPCLINUX,352.32241,15.5,0.66,-5324,0.19149879,9,1,5.1468089,321.15777,0.15,1987 SL,0.6077002,2457400.5,1987-2015,0.940052,19.64324,1,2.9809775,1/27/15,1804,NA,NA,NA,NA
88,2457178.499,68.76972,Davidaguilar,848,1.4583558,38h,MPO365312,1,M-v,1.1753593,3.1511455,MPCLINUX,142.92699,14.6,0.49,-5332,0.30977279,20,1,3.1817115,305.82315,0.15,1990 DA,0.4566703,2457400.5,1973-2016,0.8560555,25.47424,0,2.1632524,2/19/16,1804,NA,NA,NA,NA
89,2457828.617,290.54065,Taranis,229,1.19705,38h,MPO365312,1,M-v,1.2132128,5.4454524,MPCLINUX,177.84345,15.2,0.64,-5370,0.16224387,10,1,6.074853,161.22308,0.15,1986 RA,0.6355988,2457400.5,1986-2016,0.9921647,19.12912,1,3.3293326,2/11/16,1804,NA,NA,NA,NA
90,2457382.541,19.19337,Sekhmet,323,11.8588211,3Eh,MPO365313,1,M-h,0.6667963,1.2281209,MPCLINUX,58.5449,16.6,0.56,-5381,1.06871943,13,1,0.9222324,37.4269,0.15,1991 JY,0.2962265,2457400.5,1991-2016,0.4321595,48.96755,3,0.9474586,2/6/16,5802,NA,1,NA,NA
91,2457071.579,85.3055,NA,196,1.3571036,3Eh,MPO313464,1,M-h,0.8866838,3.983842,MPCLINUX,101.07204,16,0.57,-5496,0.25934943,12,1,3.8003079,118.01111,0.15,1973 NA,0.6358981,2457400.5,1973-2014,0.7252622,67.99186,0,2.4352629,10/25/14,1803,NA,NA,NA,NA
92,2457497.011,334.37664,NA,2470,1.36869,3Eh,MPO371025,1,M-h,1.0928797,3.7021631,MPCLINUX,189.97879,13.8,0.43,-5587,0.26549744,22,1,3.7123058,86.73438,0.15,1990 SB,0.5441627,2457400.5,1953-2015,0.843792,18.09569,0,2.3975214,12/18/15,1804,NA,NA,NA,NA
93,2457358.005,42.80158,NA,62,45.6142733,3Eh,MPO 41499,1,M-v,0.7102155,1.2610777,MPCW,216.30522,19.7,0.56,-5590,1.00721507,7,NA,0.9785473,34.47362,0.15,1990 VA,0.279442,2457400.5,1990-1996,0.4543398,14.18574,4,0.9856466,12/5/96,4802,NA,1,NA,NA
94,2457413.507,345.67629,NA,312,8.5245613,3Eh,MPO250262,1,M-h,0.5516545,1.3057851,MPCLINUX,312.12913,17.1,0.55,-5604,1.10122745,12,1,0.8950083,82.42611,0.15,1992 FE,0.4060054,2457400.5,1985-2012,0.3878146,4.73975,2,0.9287198,4/20/12,9802,1,NA,NA,NA
95,2457342.423,18.0369,Jasonwheeler,394,1.4600724,38h,MPO332872,1,M-v,1.2480457,3.0710761,MPCLINUX,128.70332,17,0.51,-5620,0.31056741,13,1,3.1735707,153.77689,0.15,1990 OA,0.4220836,2457400.5,1955-2015,0.8874126,7.87022,0,2.1595609,3/17/15,1804,NA,NA,NA,NA
96,2457563.009,310.75452,NA,1830,1.4439532,38h,MPO344346,1,M-v,1.1987241,3.1917081,MPCLINUX,173.26325,14.2,0.43,-5626,0.30303177,21,1,3.2524896,231.41037,0.15,1991 FE,0.453938,2457400.5,1970-2015,0.8714353,3.85414,0,2.1952161,7/14/15,1804,NA,NA,NA,NA
97,2457457.412,324.43496,NA,513,2.7325582,3Eh,MPO344346,1,M-h,0.8302475,1.8796387,MPCLINUX,45.76521,17.1,0.46,-5645,0.62491722,14,1,1.5771812,48.19562,0.15,1990 SP,0.3872455,2457400.5,1974-2015,0.5758785,13.50658,1,1.3549431,7/4/15,1803,NA,NA,NA,NA
98,2457304.765,30.08678,NA,1544,1.4681318,38h,MPO371025,1,M-v,1.2058923,3.0792107,MPCLINUX,14.13596,15.3,0.44,-5646,0.31427308,18,1,3.1361506,335.6527,0.15,1990 TR,0.43717,2457400.5,1990-2015,0.8665361,7.91441,0,2.1425515,12/20/15,1804,NA,NA,NA,NA
99,2457810.889,191.69987,Camarillo,1137,1.7125869,38h,MPO350847,1,M-v,1.2484309,2.3400159,MPCLINUX,9.97875,16.1,0.45,-5653,0.41009954,17,1,2.4033376,122.49449,0.15,1992 WD5,0.3041943,2457400.5,1974-2015,0.8140982,6.87436,0,1.7942234,2/7/15,1804,NA,NA,NA,NA
100,2457119.628,116.03753,NA,150,1.7216628,3Eh,MPO305464,1,M-h,0.424604,3.1462534,MPCLINUX,302.2885,15.4,0.67,-5660,0.4131334,11,1,2.3856887,126.91762,0.15,1974 MA,0.7621837,2457400.5,1974-2013,0.3741152,38.06896,2,1.7854287,3/1/13,1803,NA,NA,NA,NA
101,2457165.281,161.75296,NA,844,3.3080938,3Eh,MPO365316,1,M-h,0.5271745,2.0152393,MPCLINUX,97.08054,16.6,0.49,-5693,0.68766941,21,1,1.433258,258.84155,0.15,1993 EA,0.5852961,2457400.5,1986-2016,0.4178638,5.05453,1,1.2712069,2/15/16,9803,1,NA,NA,NA
102,2457531.251,322.14407,Zeus,498,1.4159372,3Eh,MPO371026,1,M-h,0.7835571,3.7423691,MPCLINUX,281.69094,15.6,0.53,-5731,0.28952619,18,1,3.4042089,217.01963,0.15,1988 VP4,0.6537473,2457400.5,1988-2015,0.6479027,11.42806,0,2.2629631,12/3/15,1803,NA,NA,NA,NA
103,2457585.771,300.1202,Zao,1198,1.4879187,38h,MPO371026,1,M-v,1.2117478,2.9940766,MPCLINUX,121.69123,14.8,0.54,-5751,0.32320074,19,1,3.0495216,25.25872,0.15,1992 AC,0.4237763,2457400.5,1989-2015,0.8626289,16.07391,0,2.1029122,12/16/15,1804,NA,NA,NA,NA
104,2457408.157,353.29005,Talos,568,9.0208585,3Eh,MPO350848,1,M-h,0.1872402,1.9757174,MPCLINUX,161.31197,17.1,0.61,-5786,0.87634897,20,1,1.1246749,8.34747,0.15,1991 RC,0.8268665,2457400.5,1991-2015,0.1710314,23.23372,2,1.0814788,10/17/15,5803,NA,1,NA,NA
105,2457560.988,299.29888,Bivoj,311,1.6227202,3Eh,MPO309195,1,M-h,1.0528952,2.7344112,MPCLINUX,299.00364,18.8,0.63,-5797,0.37822778,5,NA,2.6058575,168.44196,0.15,1980 AA,0.4439873,2457400.5,1980-2014,0.7601837,4.18765,0,1.8936532,4/29/14,804,NA,NA,NA,NA
106,2457238.952,71.97109,NA,669,1.8248682,3Eh,MPO371027,1,M-h,0.5179046,2.8777848,MPCLINUX,125.44757,16,0.41,-5828,0.44550967,19,1,2.2123149,152.74382,0.15,1991 AM,0.6949635,2457400.5,1991-2015,0.4389147,30.11412,1,1.6978447,12/21/15,1803,NA,NA,NA,NA
107,2457585.199,312.26224,NA,865,1.3554485,38h,MPO365318,1,M-v,1.1316601,3.7499999,MPCLINUX,238.78356,14.7,0.55,-5836,0.25846263,20,1,3.8133468,77.98333,0.15,1993 MF,0.5363626,2457400.5,1981-2015,0.8693201,7.94825,0,2.44083,4/9/15,1804,NA,NA,NA,NA
108,2457619.198,294.95845,Tara,486,1.4321444,3Eh,MPO365319,1,M-h,1.0990579,3.3465923,MPCLINUX,168.93384,15.6,0.56,-5863,0.29740354,15,1,3.3140415,115.4318,0.15,1983 RB,0.5055581,2457400.5,1983-2016,0.8273477,19.48836,0,2.2228251,2/18/16,1804,NA,NA,NA,NA
109,2457351.929,19.62072,Tanith,471,1.6945147,38h,MPO371028,1,M-v,1.2304992,2.3942052,MPCLINUX,227.9176,17.2,0.43,-5869,0.40396168,14,1,2.4398543,230.77753,0.15,1988 VN4,0.3210485,2457400.5,1977-2015,0.8127746,17.92823,0,1.8123522,12/16/15,1804,NA,NA,NA,NA
110,2457736.553,200.06667,Almeria,99,1.9337347,38h,MPO340738,1,M-v,1.1547214,2.0947466,MPCLINUX,145.87462,17.4,0.7,-5879,0.47591639,11,1,2.0709681,355.68245,0.15,1992 CH1,0.2892859,2457400.5,1992-2015,0.744383,21.57573,1,1.624734,6/21/15,1804,NA,NA,NA,NA
111,2457619.603,209.31969,NA,395,3.3086074,3Eh,MPO299005,1,M-v,0.6360891,1.9062107,MPCW,182.48183,18.7,0.69,-6037,0.68771565,12,NA,1.4331616,242.07544,0.15,1988 EG,0.4995955,2457400.5,1988-2014,0.4769382,3.49961,0,1.2711499,6/28/14,8803,1,NA,NA,NA
112,2457606.213,244.40905,NA,476,2.3261774,3Eh,MPO350850,1,M-h,0.9423406,1.9665282,MPCLINUX,6.12606,17.8,0.52,-6047,0.56190495,10,1,1.7540469,103.76209,0.15,1991 TB1,0.3520914,2457400.5,1985-2015,0.6370653,23.47385,1,1.4544344,2/8/15,1803,NA,NA,NA,NA
113,2456908.483,148.21809,Miwablock,1234,1.4401848,38h,MPO365321,1,M-v,1.2427882,3.1649804,MPCLINUX,88.297,14.9,0.45,-6050,0.30124572,19,1,3.2717732,284.85672,0.15,1992 AE,0.4360919,2457400.5,1953-2016,0.892379,6.40081,0,2.2038843,1/14/16,1804,NA,NA,NA,NA
114,2456891.498,159.4536,NA,667,1.4659354,3Eh,MPO365321,1,M-h,1.0116016,3.2826692,MPCLINUX,318.35545,14.8,0.45,-6053,0.3132672,14,1,3.1462204,74.84588,0.15,1993 BW3,0.5288599,2457400.5,1976-2015,0.7732986,21.58292,0,2.1471354,5/10/15,1804,NA,NA,NA,NA
115,2457855.162,223.84735,Jason,505,1.4364354,3Eh,MPO347573,1,M-h,0.5167705,3.9085095,MPCLINUX,169.44328,15.9,0.49,-6063,0.29945939,16,1,3.2912899,337.10232,0.15,1984 KB,0.7664462,2457400.5,1960-2015,0.4564236,4.92121,1,2.21264,9/6/15,1803,NA,NA,NA,NA
116,2456878.071,108.58805,NA,398,1.2672464,3Eh,MPO344350,1,M-v,1.1803711,4.4646137,MPCW,64.66398,15.1,0.71,-6178,0.20785233,12,1,4.7418648,127.31358,0.15,1986 DA,0.5817983,2457400.5,1977-2015,0.9335545,4.30459,0,2.8224924,7/28/15,1804,NA,NA,NA,NA
117,2457611.902,191.37361,Minos,870,5.2439533,3Eh,MPO371031,1,M-h,0.6762007,1.6267721,MPCLINUX,344.61795,18.5,0.45,-6239,0.79765641,15,NA,1.2356294,239.66276,0.15,1989 QF,0.4127584,2457400.5,1983-2015,0.4776541,3.94498,1,1.1514864,12/2/15,8803,1,NA,NA,NA
118,2457367.611,9.66318,NA,1091,1.4247022,3Eh,MPO337308,1,M-h,0.9589546,3.522886,MPCLINUX,26.95502,13.9,0.46,-6455,0.29380857,19,1,3.3545913,262.77205,0.15,1992 HE,0.5720711,2457400.5,1989-2015,0.7537724,37.34237,0,2.2409203,5/6/15,1803,NA,NA,NA,NA
119,2457125.207,83.57742,Golombek,611,1.4451436,38h,MPO371034,1,M-v,1.2945477,3.0904623,MPCLINUX,313.62807,15.9,0.49,-6456,0.30359399,17,1,3.2464662,347.12604,0.15,1992 OM,0.4095577,2457400.5,1979-2015,0.9123698,8.22619,0,2.192505,12/16/15,1804,NA,NA,NA,NA
120,2457134.231,66.98717,Golevka,935,1.3427335,3Eh,MPO355155,1,M-v,0.9632228,4.0071106,MPCW,209.54372,19.2,0.71,-6489,0.25157691,7,NA,3.9177191,68.57601,0.15,1991 JX,0.6124112,2457400.5,1991-2015,0.7765556,2.2663,0,2.4851667,10/13/15,8803,1,NA,NA,NA
121,2457137.869,65.45591,NA,179,1.3384569,3Eh,MPO344353,1,M-h,1.0240962,3.9773698,MPCLINUX,301.93116,18.9,0.53,-6491,0.24923159,7,NA,3.9545857,323.57847,0.15,1991 OA,0.5904816,2457400.5,1991-2015,0.8144031,5.94359,0,2.500733,7/25/15,8804,1,NA,NA,NA
122,2457509.686,308.10897,Ondaatje,531,1.9312274,38h,MPO332881,1,M-v,1.2673083,1.9851753,MPCLINUX,111.49944,16.4,0.55,-6569,0.47525466,13,1,2.0738516,167.28334,0.15,1993 MO,0.2207135,2457400.5,1983-2015,0.7735102,22.63837,1,1.6262418,1/21/15,1804,NA,NA,NA,NA
123,2457473.636,327.35848,NA,807,1.8275887,3Eh,MPO371035,1,M-h,0.8740468,2.5175634,MPCLINUX,230.9611,16.8,0.47,-6611,0.44631366,18,1,2.2083297,281.34149,0.15,1993 VW,0.484583,2457400.5,1982-2015,0.6487975,8.69694,0,1.6958051,12/16/15,1803,NA,NA,NA,NA
124,2457299.449,55.55236,NA,469,2.2612761,3Eh,MPO313476,1,M-v,1.0108825,1.9407273,MPCW,146.64386,18.3,0.54,-7025,0.5497442,11,NA,1.7928478,323.40599,0.15,1993 QA,0.3150297,2457400.5,1993-2014,0.6646703,12.6071,0,1.4758049,7/27/14,804,NA,NA,NA,NA
125,2457794.769,220.61663,Ishtar,412,1.5592976,38h,MPO344358,1,M-v,1.2074128,2.7543398,MPCLINUX,102.68685,16.7,0.5,-7088,0.35352331,13,1,2.7879568,354.70804,0.15,1992 AA,0.3904653,2457400.5,1981-2015,0.8394328,8.29993,0,1.9808763,7/12/15,1804,NA,NA,NA,NA
126,2457520.372,330.72041,Cadmus,875,1.3294753,3Eh,MPO371040,1,M-h,0.7650416,4.3041058,MPCLINUX,57.70859,15.1,0.54,-7092,0.24425681,13,1,4.0351287,93.81626,0.15,1992 LC,0.6981577,2457400.5,1992-2015,0.6495806,17.81169,0,2.5345737,12/15/15,1803,NA,NA,NA,NA
127,2456827.652,125.65255,NA,163,1.2862567,38h,MPO313478,1,M-v,1.1997395,4.2462647,MPCLINUX,308.53868,18.3,0.5,-7236,0.21934721,4,NA,4.4933678,337.88663,0.15,1987 PA,0.5594056,2457400.5,1987-2014,0.9354402,16.33231,0,2.7230021,10/12/14,804,NA,NA,NA,NA
128,2457183.434,90.81658,NA,337,1.7375946,3Eh,MPO371042,1,M-v,0.9131537,2.6277747,MPCW,61.3366,17,0.63,-7335,0.41838234,12,1,2.3557583,232.26483,0.15,1989 JA,0.4842292,2457400.5,1989-2015,0.6776647,15.19537,0,1.7704642,12/13/15,D803,1,1,NA,NA
129,2458022.838,185.0403,Saunders,409,1.3990678,38h,MPO179645,1,M-v,1.1993569,3.4162063,MPCAPO,174.48955,18.8,0.54,-7336,0.28113312,5,NA,3.5058397,181.36687,0.15,1989 RS1,0.4802988,2457400.5,1982-2010,0.8877033,7.19113,0,2.3077816,7/15/10,4804,NA,1,NA,NA
130,2457765.691,216.0217,NA,936,1.6666987,3Eh,MPO265997,1,M-v,0.9088934,2.7750674,MPCW,294.87372,16.7,0.6,-7341,0.3942544,12,1,2.499928,173.36686,0.15,1991 VK,0.5065673,2457400.5,1991-2013,0.6846545,5.41925,0,1.8419804,7/12/13,9803,1,NA,NA,NA
131,2457422.342,346.36197,NA,659,2.7286921,3Eh,MPO365337,1,M-h,0.8256264,1.8857382,MPCLINUX,133.15589,17.1,0.48,-7350,0.62440618,15,1,1.578472,336.57625,0.15,1993 VA,0.3909883,2457400.5,1986-2016,0.5742183,7.26208,1,1.3556823,2/5/16,1803,NA,NA,NA,NA
132,2457053.257,104.95753,Oze,990,1.4423223,3Eh,MPO371042,1,M-h,1.0938634,3.3040398,MPCLINUX,266.04372,14.6,0.49,-7358,0.30225993,16,1,3.2607951,91.44714,0.15,1995 YA3,0.5025523,2457400.5,1959-2015,0.8217935,4.6562,0,2.1989516,12/14/15,1804,NA,NA,NA,NA
133,2457480.656,319.67014,NA,266,2.042845,38h,MPO337318,1,M-v,1.1077446,2.0234286,MPCLINUX,88.65318,18,0.64,-7474,0.50313954,13,1,1.9589152,275.55094,0.15,1992 TC,0.2924412,2457400.5,1990-2015,0.7158474,7.08742,1,1.5655866,4/18/15,1804,NA,NA,NA,NA
134,2457536.681,291.61663,Norwan,836,2.0386743,3Eh,MPO337318,1,M-h,1.0705091,2.0647659,MPCLINUX,124.42342,17,0.57,-7480,0.50215246,13,1,1.9627657,256.74867,0.15,1994 PC,0.3171195,2457400.5,1982-2015,0.7049942,9.45409,0,1.5676375,4/23/15,1804,NA,NA,NA,NA
135,2457354.691,28.90469,NA,513,2.7792934,3Eh,MPO299016,1,M-v,0.9041574,1.7883354,MPCW,117.89867,16.8,0.61,-7482,0.63098238,14,1,1.5620209,47.60453,0.15,1994 PC1,0.3283864,2457400.5,1974-2014,0.6005352,33.48816,0,1.3462464,7/6/14,9803,1,NA,NA,NA
136,2457180.78,121.76486,NA,800,2.28454,3Eh,MPO365342,1,M-v,0.7606172,2.1752118,MPCW,73.45727,18.6,0.55,-7753,0.55418263,15,NA,1.7784888,280.01491,0.15,1988 XB,0.4818382,2457400.5,1988-2016,0.5635558,3.12264,0,1.4679145,1/13/16,8803,1,NA,NA,NA
137,2457338.25,51.56207,NA,858,6.2659031,3Eh,MPO371047,1,M-v,0.937987,1.3078102,MPCW,156.86932,17.4,0.51,-7822,0.82831065,11,1,1.1899009,249.40428,0.15,1991 CS,0.1646735,2457400.5,1991-2015,0.5462243,37.12193,0,1.1228986,11/29/15,D803,1,1,NA,NA
138,2457729.95,258.13421,NA,156,1.4571195,3Eh,MPO263418,1,M-h,1.0433855,3.2884665,MPCLINUX,102.55843,17.8,0.61,-7839,0.30919942,5,1,3.1876118,228.27987,0.15,1994 ND,0.5182728,2457400.5,1994-2013,0.7920719,27.11173,1,2.165926,6/11/13,1804,NA,NA,NA,NA
139,2457731.193,274.27987,NA,839,1.3568497,3Eh,MPO347589,1,M-h,0.8182708,4.0539574,MPCLINUX,165.92267,15.1,0.45,-7888,0.25921351,13,1,3.8023005,323.06717,0.15,1993 UC,0.6641082,2457400.5,1989-2015,0.6808455,26.08227,0,2.4361141,9/18/15,1803,NA,NA,NA,NA
140,2457528.294,271.10085,NA,1509,3.3990485,3Eh,MPO365344,1,M-h,0.8247007,1.6982507,MPCLINUX,111.28999,15.2,0.38,-7889,0.69564193,11,1,1.4168319,349.14662,0.15,1994 LX,0.3462413,2457400.5,1977-2015,0.5551231,36.90599,1,1.2614757,8/12/15,1803,NA,NA,NA,NA
141,2457995.065,183.54455,NA,558,1.4308499,38h,MPO337323,1,M-v,1.1880168,3.2638488,MPCLINUX,134.21223,15.1,0.47,-7977,0.29678094,16,1,3.3209939,248.07906,0.15,1977 QQ5,0.4662836,2457400.5,1955-2015,0.8709848,25.1641,0,2.2259328,4/6/15,1804,NA,NA,NA,NA
142,2457583.245,304.79654,Gordonmoore,381,1.4419408,38h,MPO371049,1,M-v,1.2502272,3.1494304,MPCLINUX,105.58263,16.9,0.57,-8013,0.30207914,14,1,3.2627464,146.6911,0.15,1990 KA,0.4316707,2457400.5,1951-2015,0.8949568,7.569,0,2.1998288,12/17/15,1804,NA,NA,NA,NA
143,2457387.972,5.35021,NA,169,1.7645616,3Eh,MPO337323,1,M-v,0.9495773,2.5432697,MPCW,210.26398,18.7,0.61,-8014,0.42705098,8,NA,2.3079391,114.40371,0.15,1990 MF,0.4562732,2457400.5,1990-2015,0.691422,1.86621,0,1.7464235,4/24/15,8803,1,NA,NA,NA
144,2456970.831,171.07675,Akka,516,1.6777787,3Eh,MPO371049,1,M-h,1.0806956,2.5791366,MPCLINUX,232.93566,17.9,0.55,-8034,0.3981597,12,1,2.4754079,68.10776,0.15,1992 LR,0.4094289,2457400.5,1992-2015,0.7615818,2.02361,0,1.8299161,12/18/15,1804,NA,NA,NA,NA
145,2457171.583,145.13052,NA,537,2.8030543,3Eh,MPO347590,1,M-h,0.721485,1.96249,MPCLINUX,185.64341,17.1,0.51,-8035,0.63398846,15,1,1.5546145,6.04282,0.15,1992 TB,0.4623758,2457400.5,1992-2015,0.5275411,28.30766,1,1.3419875,8/26/15,1803,NA,NA,NA,NA
146,2457159.655,84.80844,NA,651,1.5558656,38h,MPO350867,1,M-v,1.155961,2.8162428,MPCLINUX,22.4748,16.4,0.5,-8037,0.352129,11,1,2.7989961,105.68303,0.15,1993 HO1,0.417975,2457400.5,1979-2015,0.8195619,5.90882,0,1.9861019,1/24/15,1804,NA,NA,NA,NA
147,2457190.108,104.93432,NA,566,2.0244537,3Eh,MPO371051,1,M-h,0.5620822,2.5874086,MPCLINUX,66.56,16.9,0.57,-8176,0.49875647,22,1,1.9761301,241.87031,0.15,1991 WA,0.6430647,2457400.5,1991-2015,0.4617687,39.60094,1,1.5747454,12/18/15,1803,NA,NA,NA,NA
148,2456828.988,139.29348,NA,563,1.3285281,3Eh,MPO347591,1,M-h,0.7437738,4.3327002,MPCLINUX,164.12688,15.8,0.6,-8201,0.24372822,14,1,4.04388,25.0887,0.15,1994 AH2,0.7069723,2457400.5,1981-2015,0.6348006,9.55588,0,2.538237,9/12/15,1803,NA,NA,NA,NA
149,2457378.031,10.10655,NA,189,1.8394771,3Eh,MPO332899,1,M-h,0.6839991,2.6900677,MPCLINUX,317.4347,17.3,0.5,-8507,0.44979909,12,1,2.1912177,345.76704,0.15,1991 CB1,0.5945551,2457400.5,1991-2015,0.5453371,14.58748,1,1.6870334,3/16/15,1803,NA,NA,NA,NA
150,2457730.287,184.18953,NA,566,2.1781158,3Eh,MPO284219,1,M-h,0.8579004,2.1548188,MPCLINUX,164.14541,16.3,0.51,-8566,0.53310295,12,1,1.848813,125.12943,0.15,1996 EN,0.430481,2457400.5,1996-2014,0.6136051,37.97528,1,1.5063596,1/26/14,9803,1,NA,NA,NA
151,2457930.793,181.49467,NA,2955,1.5186771,3Eh,MPO365352,1,M-v,1.1279461,2.9653727,MPCW,177.12923,15.3,0.5,-8567,0.33661675,20,1,2.9279817,177.21152,0.15,1996 HW1,0.4488843,2457400.5,1980-2016,0.8171317,8.44741,0,2.0466594,2/18/16,1804,NA,NA,NA,NA
